ID;Nome;Sobrenome;Cidade;Estado;Data_Nascimento;Setor;Estado_Civil;Salario
584;Brooke;Mendoza;Canoas;RS;25/05/61;Recursos Humanos;Viúvo;R$7,904
890;Eden;Keller;Osasco;SP;08/05/59;Suporte Técnico;Divorciado;R$7,718
658;Wing;Hardy;Bayeux;Paraíba;03/06/58;Serviço ao Cliente;Divorciado;R$6,236
748;Victor;Bird;Santa Rita;PB;08/12/77;Jurídico;Viúvo;R$8,136
746;Howard;Oneil;Campina Grande;PB;01/09/02;Suporte Técnico;Casado;R$8,179
442;Caryn;Blanchard;Lauro de Freitas;Bahia;12/05/58;Marketing;Viúvo;R$5,767
71;Chadwick;Logan;Governador Valadares;MG;03/12/17;Suporte Técnico;Divorciado;R$9,821
156;Hilary;Moon;Castanhal;PA;02/08/79;Pesquisa e Desenvolvimento;Viúvo;R$5,213
388;Wilma;Kent;Marabá;Pará;12/11/81;Relações Públicas;Solteiro;R$9,305
678;Malik;Alexander;São Gonçalo;RJ;21/12/48;Relações Públicas;Viúvo;R$6,951
249;Octavia;Christian;Itabuna;BA;29/05/84;Relações Públicas;Solteiro;R$7,584
723;Kelsey;Hull;Nova Iguaçu;RJ;11/01/66;Relações Públicas;Divorciado;R$9,548
885;Adam;Gregory;Bragança;PA;17/05/85;Suporte Técnico;Casado;R$6,499
633;Cedric;Tyler;Paranaguá;Paraná;11/08/61;Relações Públicas;Divorciado;R$5,837
327;Brett;Salinas;Montes Claros;MG;26/02/44;Pesquisa e Desenvolvimento;Casado;R$6,930
557;Adrian;Haney;Diadema;SP;17/09/07;Gerenciamento;Viúvo;R$5,930
947;Amena;Booker;Porto Alegre;RS;09/11/76;Serviço ao Cliente;Casado;R$6,040
380;Anjolie;Boyd;Ribeirão Preto;São Paulo;07/06/05;Jurídico;Viúvo;R$6,662
230;Yasir;Newman;Rio de Janeiro;RJ;06/05/35;Relações Públicas;Divorciado;R$8,402
460;Jordan;Burch;Imperatriz;Maranhão;06/09/17;Pesquisa e Desenvolvimento;Viúvo;R$9,755
872;Keely;Huber;Campos dos Goytacazes;RJ;09/06/71;Vendas;Divorciado;R$5,214
237;Nicole;Patton;Diadema;São Paulo;29/07/57;Gerenciamento;Casado;R$5,158
830;Ulric;Randolph;Marabá;Pará;30/01/07;Recursos Humanos;Solteiro;R$9,442
996;Hop;Bennett;Bragança;PA;02/02/54;Gerenciamento;Solteiro;R$7,446
428;Donovan;Branch;Sobral;CE;20/03/90;Jurídico;Casado;R$5,971
398;Nash;Payne;Paulista;PE;19/05/32;Serviço ao Cliente;Divorciado;R$8,832
814;Isabella;Clarke;Carapicuíba;São Paulo;29/04/54;Gerenciamento;Divorciado;R$8,823
143;Vaughan;Hunt;Jundiaí;São Paulo;15/04/30;Vendas;Divorciado;R$9,264
593;Britanney;Kemp;Vitória da Conquista;BA;07/05/37;Financeiro;Divorciado;R$7,493
647;Shafira;Zamora;Osasco;SP;14/10/88;Pesquisa e Desenvolvimento;Solteiro;R$8,069
856;Wynter;Donaldson;Lauro de Freitas;BA;26/01/42;Serviço ao Cliente;Solteiro;R$9,038
755;Holly;Estrada;Jundiaí;SP;28/09/98;Vendas;Divorciado;R$7,187
625;Demetrius;Riddle;Diadema;SP;02/08/69;Recursos Humanos;Divorciado;R$5,524
183;Freya;Dixon;Vitória da Conquista;BA;27/01/13;Serviço ao Cliente;Divorciado;R$9,807
851;Flynn;Page;Mogi das Cruzes;SP;02/04/41;Financeiro;Casado;R$7,360
812;Dieter;Duke;Paço do Lumiar;Maranhão;29/07/75;Relações Públicas;Viúvo;R$6,060
793;Uriel;Webster;Mauá;São Paulo;27/04/02;Vendas;Solteiro;R$5,851
329;Colby;Mendez;Paranaguá;Paraná;15/06/36;Relações Públicas;Viúvo;R$7,763
967;Kenyon;Schultz;Camaçari;BA;20/10/03;Vendas;Solteiro;R$8,369
717;Simon;Gates;Sobral;Ceará;24/08/68;Relações Públicas;Casado;R$9,567
43;Finn;Miller;São João de Meriti;RJ;01/11/87;Serviço ao Cliente;Casado;R$5,909
173;Montana;Prince;Itapipoca;CE;08/07/61;Pesquisa e Desenvolvimento;Solteiro;R$8,985
366;Scarlett;Oneill;Governador Valadares;Minas Gerais;12/06/72;Pesquisa e Desenvolvimento;Casado;R$5,697
456;Kane;Stewart;Goiânia;GO;14/02/82;Jurídico;Casado;R$5,809
80;Lacey;Mclean;Itajaí;Santa Catarina;16/08/88;Suporte Técnico;Viúvo;R$8,780
378;Nell;Herrera;Aparecida de Goiânia;Goiás;17/12/37;Marketing;Divorciado;R$5,883
934;Hayley;Santos;Codó;MA;09/08/87;Jurídico;Divorciado;R$8,841
847;Hyatt;Larson;Gravataí;RS;01/04/37;Gerenciamento;Divorciado;R$7,809
820;Yen;Crawford;Ilhéus;Bahia;22/06/01;Suporte Técnico;Viúvo;R$5,611
950;Lavinia;Ortega;Mogi das Cruzes;São Paulo;28/04/45;Relações Públicas;Solteiro;R$7,872
350;Gay;Greer;Nova Iguaçu;RJ;19/09/34;Relações Públicas;Viúvo;R$6,910
252;Zane;Mason;Diadema;SP;16/06/48;Relações Públicas;Viúvo;R$6,385
461;Maisie;Pugh;Novo Hamburgo;RS;30/06/69;Marketing;Viúvo;R$9,024
724;Kaseem;Rocha;Londrina;Paraná;14/08/71;Relações Públicas;Casado;R$5,482
383;Carissa;Kline;Belford Roxo;Rio de Janeiro;20/11/42;Gerenciamento;Divorciado;R$9,199
777;Barry;Reese;Feira de Santana;Bahia;10/08/05;Relações Públicas;Casado;R$6,588
294;Keelie;Brown;Lauro de Freitas;Bahia;14/06/51;Vendas;Divorciado;R$7,461
664;Lev;Hatfield;Itabuna;BA;05/08/05;Gerenciamento;Casado;R$7,719
167;Tate;Floyd;Aparecida de Goiânia;GO;05/08/57;Marketing;Solteiro;R$7,519
891;Xandra;Perry;Petrópolis;Rio de Janeiro;01/01/84;Marketing;Solteiro;R$6,348
355;Addison;Mccarty;Itabuna;BA;11/03/65;Relações Públicas;Solteiro;R$7,030
722;September;Shelton;Maracanaú;Ceará;11/05/75;Vendas;Solteiro;R$9,040
63;Vernon;Shannon;Campos dos Goytacazes;Rio de Janeiro;10/11/44;Financeiro;Viúvo;R$8,206
645;Abraham;Stuart;Caxias do Sul;RS;21/09/86;Gerenciamento;Casado;R$6,881
240;Ryder;Calhoun;Rio de Janeiro;RJ;05/07/15;Gerenciamento;Viúvo;R$5,766
145;Moses;Rush;Gravataí;RS;30/09/13;Serviço ao Cliente;Viúvo;R$8,285
110;Melvin;Slater;Mauá;São Paulo;12/02/18;Suporte Técnico;Viúvo;R$5,575
778;Dakota;Spence;Niterói;RJ;11/04/04;Financeiro;Viúvo;R$9,487
816;Lucas;Price;Nova Iguaçu;Rio de Janeiro;13/07/05;Recursos Humanos;Casado;R$8,983
512;Abraham;Snider;Cametá;Pará;24/03/73;Pesquisa e Desenvolvimento;Casado;R$6,192
18;Minerva;Larsen;Campinas;SP;13/08/62;Gerenciamento;Solteiro;R$5,885
818;Dahlia;Keith;Juiz de Fora;MG;13/08/86;Relações Públicas;Casado;R$6,965
169;Sage;Sims;Paulista;Pernambuco;04/11/72;Suporte Técnico;Divorciado;R$8,034
582;Gretchen;Shaffer;Itabuna;Bahia;16/08/78;Vendas;Casado;R$6,561
505;Zelenia;Mcmillan;Londrina;Paraná;25/12/02;Suporte Técnico;Solteiro;R$8,454
318;Arsenio;Schroeder;Itabuna;Bahia;10/05/31;Relações Públicas;Viúvo;R$9,994
672;Nita;Pope;Gravataí;RS;07/01/58;Vendas;Casado;R$8,700
577;Florence;Rowe;Mogi das Cruzes;SP;03/01/31;Relações Públicas;Divorciado;R$7,045
85;Zenaida;Mcgowan;Rio de Janeiro;Rio de Janeiro;13/11/83;Relações Públicas;Viúvo;R$7,208
259;Nathaniel;Valencia;Osasco;São Paulo;01/01/42;Marketing;Solteiro;R$8,837
565;Herrod;Terrell;Campinas;SP;10/09/99;Gerenciamento;Viúvo;R$7,534
921;Velma;Mccarthy;Camaragibe;PE;09/06/63;Financeiro;Viúvo;R$5,347
649;Garth;Munoz;Mauá;São Paulo;20/02/32;Pesquisa e Desenvolvimento;Solteiro;R$8,407
673;Velma;Stanley;Divinópolis;Minas Gerais;10/02/30;Suporte Técnico;Casado;R$6,740
774;Rhonda;West;Cabo de Santo Agostinho;PE;09/10/63;Serviço ao Cliente;Divorciado;R$8,340
555;Christian;Hays;Guarulhos;São Paulo;14/06/87;Vendas;Viúvo;R$8,177
27;Isabelle;Hunter;Valparaíso de Goiás;Goiás;15/06/89;Financeiro;Divorciado;R$6,155
689;Kaitlin;Floyd;Valparaíso de Goiás;Goiás;07/08/75;Marketing;Divorciado;R$6,433
742;Phelan;Hunter;Guarulhos;SP;02/08/41;Vendas;Solteiro;R$5,835
910;Germane;Townsend;Diadema;SP;05/11/05;Recursos Humanos;Casado;R$8,176
238;Freya;Jackson;Juazeiro do Norte;CE;13/03/10;Vendas;Solteiro;R$6,297
66;Claire;Molina;Mogi das Cruzes;SP;29/10/99;Recursos Humanos;Divorciado;R$7,602
381;Cyrus;Mosley;Mogi das Cruzes;São Paulo;06/05/03;Marketing;Viúvo;R$7,875
97;Norman;Mccormick;Joinville;SC;01/02/90;Jurídico;Solteiro;R$9,832
423;Orla;Sparks;Sobral;CE;01/11/81;Pesquisa e Desenvolvimento;Viúvo;R$8,599
700;Heidi;Chan;Divinópolis;MG;08/12/11;Financeiro;Viúvo;R$6,407
443;Ruby;Woods;Jundiaí;SP;03/01/83;Financeiro;Divorciado;R$9,443
148;Vincent;Buchanan;Caxias do Sul;RS;10/05/96;Recursos Humanos;Divorciado;R$5,172
601;Ignacia;Mccormick;Uberaba;MG;05/12/38;Vendas;Casado;R$9,569
852;Dustin;Barton;Juiz de Fora;Minas Gerais;16/07/91;Relações Públicas;Divorciado;R$7,230
221;Elton;Vinson;Recife;PE;03/10/73;Vendas;Viúvo;R$6,977
477;Morgan;Mcdowell;Diadema;São Paulo;04/12/08;Recursos Humanos;Casado;R$9,584
958;Oscar;Diaz;Lauro de Freitas;Bahia;07/08/66;Suporte Técnico;Divorciado;R$9,660
436;Tyler;Flowers;Rio Grande;RS;19/02/92;Jurídico;Casado;R$5,400
209;Stella;Thomas;Mauá;São Paulo;07/02/34;Pesquisa e Desenvolvimento;Viúvo;R$7,790
197;Barclay;Sawyer;Bacabal;MA;21/07/83;Relações Públicas;Solteiro;R$9,024
719;Rigel;Kinney;Piracicaba;SP;22/08/83;Recursos Humanos;Viúvo;R$5,824
357;Yetta;Barnes;Itajaí;Santa Catarina;09/08/49;Marketing;Viúvo;R$7,476
771;Shannon;Herring;Governador Valadares;MG;14/12/72;Financeiro;Viúvo;R$9,498
430;Kessie;Navarro;Novo Hamburgo;Rio Grande do Sul;15/08/01;Gerenciamento;Viúvo;R$6,512
448;Lester;Morse;Cascavel;Paraná;31/08/41;Recursos Humanos;Casado;R$8,339
956;Dawn;Wilcox;Camaçari;Bahia;28/02/58;Gerenciamento;Divorciado;R$7,568
29;Lucius;Malone;Blumenau;SC;07/11/64;Jurídico;Solteiro;R$9,089
666;Emma;Marquez;João Pessoa;Paraíba;15/06/31;Relações Públicas;Viúvo;R$9,713
351;Connor;Hodges;Olinda;PE;30/04/53;Serviço ao Cliente;Casado;R$9,127
798;Oprah;Carter;Aparecida de Goiânia;GO;14/11/93;Gerenciamento;Divorciado;R$5,026
445;Breanna;Melendez;Ribeirão das Neves;Minas Gerais;25/04/67;Marketing;Viúvo;R$8,233
76;Sonya;Delgado;Ribeirão Preto;SP;28/01/62;Vendas;Casado;R$7,906
819;Macy;Stephens;Divinópolis;MG;24/04/39;Relações Públicas;Solteiro;R$9,020
750;Ralph;Curry;Salvador;BA;13/09/52;Vendas;Solteiro;R$5,927
422;Brendan;Russo;Anápolis;GO;01/12/53;Suporte Técnico;Solteiro;R$7,702
769;Chaney;Wood;Juazeiro;Bahia;27/08/62;Gerenciamento;Viúvo;R$5,626
832;Guy;Booth;Florianópolis;SC;18/08/03;Jurídico;Divorciado;R$9,775
579;Montana;Horton;Ribeirão das Neves;MG;16/07/87;Vendas;Viúvo;R$6,409
104;Zephania;Cox;Cajazeiras;Paraíba;18/04/83;Suporte Técnico;Divorciado;R$9,594
911;Ifeoma;Freeman;Sobral;Ceará;22/10/03;Marketing;Divorciado;R$8,610
638;Guy;Santana;Ribeirão Preto;SP;10/09/52;Recursos Humanos;Solteiro;R$8,177
740;Adara;Marsh;Ribeirão das Neves;Minas Gerais;08/03/72;Suporte Técnico;Viúvo;R$7,131
927;Cooper;Baldwin;Maranguape;CE;10/10/97;Serviço ao Cliente;Casado;R$7,657
213;Quinn;Garrison;Olinda;Pernambuco;12/06/07;Relações Públicas;Divorciado;R$7,213
745;Farrah;Cain;Juazeiro;BA;28/04/65;Financeiro;Solteiro;R$6,306
7;Zahir;Mercer;Itabuna;Bahia;08/08/92;Financeiro;Casado;R$8,442
807;Melanie;Bell;Crato;CE;07/06/01;Vendas;Solteiro;R$6,120
646;Channing;Wheeler;Camaçari;Bahia;30/06/83;Vendas;Solteiro;R$6,731
139;Dominic;Bridges;Ribeirão Preto;SP;12/02/56;Gerenciamento;Viúvo;R$9,465
40;Jaden;Hancock;Camaçari;BA;21/04/31;Suporte Técnico;Solteiro;R$6,928
426;Ava;England;Gravataí;Rio Grande do Sul;28/10/67;Financeiro;Viúvo;R$8,012
475;Wynne;Hurley;Cabo de Santo Agostinho;Pernambuco;01/11/78;Pesquisa e Desenvolvimento;Divorciado;R$5,436
875;Lacota;Shepherd;Salvador;Bahia;15/05/69;Recursos Humanos;Divorciado;R$6,442
545;Ava;Berry;Ipatinga;Minas Gerais;25/11/99;Jurídico;Casado;R$8,817
49;Aimee;Patrick;Duque de Caxias;Rio de Janeiro;12/04/16;Recursos Humanos;Solteiro;R$7,525
